ImageData,Label
"[[[0.60392157 0.71764706 0.40392157]
  [0.58823529 0.70980392 0.39607843]
  [0.57647059 0.70980392 0.38431373]
  ...
  [0.55294118 0.74509804 0.47058824]
  [0.52941176 0.72941176 0.41568627]
  [0.54117647 0.73333333 0.39607843]]

 [[0.60392157 0.71372549 0.40784314]
  [0.60784314 0.7254902  0.41176471]
  [0.6        0.72941176 0.41960784]
  ...
  [0.55294118 0.74117647 0.47058824]
  [0.52941176 0.72156863 0.40784314]
  [0.5372549  0.73333333 0.38823529]]

 [[0.62745098 0.72941176 0.43921569]
  [0.62745098 0.74117647 0.43137255]
  [0.61176471 0.7372549  0.42352941]
  ...
  [0.55294118 0.74509804 0.45490196]
  [0.5372549  0.73333333 0.40392157]
  [0.54901961 0.74509804 0.39607843]]

 ...

 [[0.25882353 0.43921569 0.14509804]
  [0.30588235 0.47843137 0.17254902]
  [0.30588235 0.47843137 0.19607843]
  ...
  [0.47058824 0.47843137 0.30980392]
  [0.50196078 0.51372549 0.34509804]
  [0.51372549 0.58039216 0.38431373]]

 [[0.34117647 0.49803922 0.16470588]
  [0.30980392 0.48235294 0.16862745]
  [0.26666667 0.45098039 0.17647059]
  ...
  [0.45098039 0.50588235 0.29019608]
  [0.4745098  0.54117647 0.33333333]
  [0.49411765 0.58431373 0.38039216]]

 [[0.45098039 0.58039216 0.21960784]
  [0.31764706 0.48627451 0.17254902]
  [0.25098039 0.44705882 0.16078431]
  ...
  [0.47058824 0.58431373 0.29411765]
  [0.49411765 0.61568627 0.34117647]
  [0.51764706 0.63529412 0.40392157]]]",Rust
"[[[0.71764706 0.30196078 0.38039216]
  [0.82352941 0.31764706 0.38039216]
  [0.85882353 0.38431373 0.36078431]
  ...
  [0.33333333 0.4627451  0.23921569]
  [0.34117647 0.47843137 0.25882353]
  [0.37647059 0.50588235 0.28627451]]

 [[0.61960784 0.28235294 0.30980392]
  [0.79215686 0.31764706 0.36078431]
  [0.84313725 0.3372549  0.34117647]
  ...
  [0.38039216 0.51764706 0.2745098 ]
  [0.36862745 0.49803922 0.27058824]
  [0.36862745 0.48627451 0.2745098 ]]

 [[0.46666667 0.4        0.25098039]
  [0.54901961 0.39607843 0.31764706]
  [0.55294118 0.33333333 0.2745098 ]
  ...
  [0.38431373 0.51764706 0.28627451]
  [0.38039216 0.50588235 0.29019608]
  [0.37254902 0.50196078 0.28627451]]

 ...

 [[0.25882353 0.4        0.24313725]
  [0.24313725 0.4        0.22745098]
  [0.25098039 0.40784314 0.22745098]
  ...
  [0.16078431 0.21176471 0.09019608]
  [0.14117647 0.18431373 0.07843137]
  [0.14509804 0.19215686 0.08235294]]

 [[0.23137255 0.38431373 0.23921569]
  [0.24313725 0.39607843 0.23529412]
  [0.25098039 0.40784314 0.22745098]
  ...
  [0.14901961 0.19607843 0.09019608]
  [0.14901961 0.19607843 0.08235294]
  [0.14901961 0.18823529 0.08235294]]

 [[0.23921569 0.37254902 0.23137255]
  [0.23529412 0.38823529 0.21568627]
  [0.23529412 0.4        0.21176471]
  ...
  [0.14901961 0.19215686 0.09019608]
  [0.14117647 0.18039216 0.0745098 ]
  [0.14117647 0.17254902 0.07843137]]]",Rust
"[[[0.41960784 0.51764706 0.37254902]
  [0.39607843 0.50588235 0.34117647]
  [0.39607843 0.50588235 0.36078431]
  ...
  [0.51764706 0.65098039 0.44705882]
  [0.43529412 0.6        0.37254902]
  [0.50196078 0.65882353 0.47843137]]

 [[0.42745098 0.53333333 0.39215686]
  [0.4        0.51372549 0.35294118]
  [0.38823529 0.49803922 0.3372549 ]
  ...
  [0.47058824 0.63921569 0.42745098]
  [0.41568627 0.59607843 0.39215686]
  [0.56470588 0.7254902  0.56470588]]

 [[0.42745098 0.54509804 0.41960784]
  [0.40784314 0.52941176 0.37647059]
  [0.39215686 0.51764706 0.34509804]
  ...
  [0.45882353 0.63921569 0.43137255]
  [0.45098039 0.63529412 0.42745098]
  [0.5372549  0.71372549 0.5254902 ]]

 ...

 [[0.4        0.5372549  0.43137255]
  [0.44313725 0.57647059 0.48235294]
  [0.47843137 0.61568627 0.5254902 ]
  ...
  [0.20784314 0.37647059 0.21568627]
  [0.21960784 0.38431373 0.21176471]
  [0.21960784 0.37647059 0.18823529]]

 [[0.40392157 0.5372549  0.43137255]
  [0.44705882 0.58823529 0.48235294]
  [0.4627451  0.60784314 0.50196078]
  ...
  [0.20784314 0.38039216 0.23921569]
  [0.19215686 0.36470588 0.19215686]
  [0.21960784 0.37254902 0.16862745]]

 [[0.42745098 0.56470588 0.45098039]
  [0.45882353 0.6        0.49411765]
  [0.46666667 0.60784314 0.50196078]
  ...
  [0.18431373 0.35686275 0.18823529]
  [0.19607843 0.36862745 0.17254902]
  [0.22745098 0.37647059 0.16862745]]]",Rust
"[[[0.6        0.71764706 0.57647059]
  [0.60784314 0.71764706 0.59215686]
  [0.6        0.70196078 0.58823529]
  ...
  [0.47843137 0.62352941 0.4627451 ]
  [0.49019608 0.63529412 0.48235294]
  [0.49411765 0.62352941 0.47843137]]

 [[0.58823529 0.70588235 0.56862745]
  [0.61568627 0.7254902  0.60392157]
  [0.60784314 0.71764706 0.60392157]
  ...
  [0.47058824 0.62352941 0.4627451 ]
  [0.48235294 0.62352941 0.47058824]
  [0.49411765 0.63137255 0.48627451]]

 [[0.58431373 0.70196078 0.56470588]
  [0.60784314 0.70980392 0.59607843]
  [0.60392157 0.71372549 0.60392157]
  ...
  [0.47058824 0.61568627 0.4627451 ]
  [0.4745098  0.61176471 0.46666667]
  [0.49019608 0.63137255 0.48235294]]

 ...

 [[0.45098039 0.5372549  0.43921569]
  [0.4627451  0.54901961 0.44705882]
  [0.4627451  0.55686275 0.41568627]
  ...
  [0.31764706 0.42745098 0.18823529]
  [0.24313725 0.35294118 0.12941176]
  [0.21568627 0.32941176 0.10196078]]

 [[0.48627451 0.55686275 0.48235294]
  [0.49411765 0.56470588 0.49019608]
  [0.45882353 0.5372549  0.43921569]
  ...
  [0.2745098  0.39607843 0.14509804]
  [0.28235294 0.4        0.15294118]
  [0.23529412 0.34901961 0.11764706]]

 [[0.49803922 0.56862745 0.49411765]
  [0.4745098  0.54509804 0.47058824]
  [0.41568627 0.49019608 0.39215686]
  ...
  [0.2627451  0.38823529 0.1254902 ]
  [0.27058824 0.39215686 0.14509804]
  [0.23921569 0.35294118 0.12156863]]]",Rust
"[[[0.54117647 0.45490196 0.28235294]
  [0.48627451 0.49411765 0.25098039]
  [0.45490196 0.49411765 0.25098039]
  ...
  [0.43529412 0.49411765 0.30196078]
  [0.38431373 0.42745098 0.28627451]
  [0.36470588 0.4        0.27843137]]

 [[0.59215686 0.43921569 0.29411765]
  [0.4745098  0.48627451 0.2627451 ]
  [0.43137255 0.49019608 0.24313725]
  ...
  [0.41176471 0.45098039 0.30980392]
  [0.40392157 0.43921569 0.31764706]
  [0.39607843 0.43137255 0.30196078]]

 [[0.64705882 0.41176471 0.30588235]
  [0.50980392 0.45882353 0.25882353]
  [0.43921569 0.49411765 0.23529412]
  ...
  [0.38823529 0.43529412 0.26666667]
  [0.40392157 0.45098039 0.29411765]
  [0.4        0.45882353 0.27843137]]

 ...

 [[0.62745098 0.55294118 0.45490196]
  [0.52941176 0.56862745 0.38039216]
  [0.30196078 0.44313725 0.15686275]
  ...
  [0.43529412 0.58431373 0.14117647]
  [0.50980392 0.64313725 0.30980392]
  [0.63921569 0.74509804 0.55294118]]

 [[0.65490196 0.57647059 0.51372549]
  [0.72156863 0.70196078 0.59607843]
  [0.45882353 0.53333333 0.31764706]
  ...
  [0.39215686 0.55294118 0.13333333]
  [0.48235294 0.62745098 0.2745098 ]
  [0.60784314 0.72941176 0.47843137]]

 [[0.68235294 0.63921569 0.59215686]
  [0.70980392 0.68627451 0.63137255]
  [0.61568627 0.61176471 0.52156863]
  ...
  [0.36862745 0.5372549  0.13333333]
  [0.4627451  0.60784314 0.25882353]
  [0.56862745 0.70196078 0.40784314]]]",Rust
"[[[0.81568627 0.90588235 0.65882353]
  [0.8        0.89803922 0.64313725]
  [0.79607843 0.88627451 0.63137255]
  ...
  [0.89803922 0.93333333 0.44313725]
  [0.99215686 0.98823529 0.65490196]
  [1.         1.         0.96078431]]

 [[0.79607843 0.89019608 0.63529412]
  [0.78823529 0.88627451 0.62745098]
  [0.78039216 0.87843137 0.61960784]
  ...
  [0.97254902 0.97254902 0.41176471]
  [1.         0.99607843 0.70196078]
  [1.         1.         1.        ]]

 [[0.78431373 0.8745098  0.61960784]
  [0.76862745 0.87058824 0.61176471]
  [0.76078431 0.85882353 0.60392157]
  ...
  [1.         1.         0.51372549]
  [0.99607843 0.99607843 0.72156863]
  [1.         0.99607843 0.99215686]]

 ...

 [[0.36862745 0.41568627 0.34509804]
  [0.38823529 0.42745098 0.36078431]
  [0.42745098 0.47058824 0.40392157]
  ...
  [0.41568627 0.63921569 0.58823529]
  [0.42352941 0.63529412 0.58039216]
  [0.41960784 0.61960784 0.55686275]]

 [[0.37647059 0.43137255 0.36078431]
  [0.36470588 0.41176471 0.3372549 ]
  [0.39607843 0.44313725 0.36470588]
  ...
  [0.42352941 0.64313725 0.57647059]
  [0.43137255 0.63529412 0.55294118]
  [0.41176471 0.60392157 0.52941176]]

 [[0.40784314 0.45882353 0.40392157]
  [0.36470588 0.41960784 0.34509804]
  [0.45882353 0.47843137 0.4       ]
  ...
  [0.43921569 0.6627451  0.61568627]
  [0.43921569 0.65490196 0.58431373]
  [0.42352941 0.62352941 0.54509804]]]",Rust
"[[[0.29019608 0.48235294 0.24313725]
  [0.28235294 0.48235294 0.21568627]
  [0.27058824 0.47058824 0.19607843]
  ...
  [0.41176471 0.58431373 0.18039216]
  [0.43137255 0.58823529 0.23921569]
  [0.41960784 0.58039216 0.19215686]]

 [[0.28627451 0.48235294 0.23529412]
  [0.28235294 0.4745098  0.20392157]
  [0.26666667 0.46666667 0.18431373]
  ...
  [0.36862745 0.54509804 0.12941176]
  [0.39607843 0.56078431 0.18823529]
  [0.37647059 0.54901961 0.14117647]]

 [[0.28235294 0.4745098  0.23137255]
  [0.28235294 0.47058824 0.20392157]
  [0.26666667 0.45882353 0.17647059]
  ...
  [0.52941176 0.63529412 0.2745098 ]
  [0.46666667 0.59215686 0.2627451 ]
  [0.43529412 0.58431373 0.23921569]]

 ...

 [[0.38431373 0.48235294 0.37647059]
  [0.40392157 0.49803922 0.39215686]
  [0.41960784 0.51372549 0.40392157]
  ...
  [0.16078431 0.2745098  0.09803922]
  [0.15294118 0.27058824 0.09803922]
  [0.15686275 0.2627451  0.09411765]]

 [[0.37647059 0.47843137 0.36862745]
  [0.4        0.49803922 0.38431373]
  [0.41568627 0.50980392 0.39607843]
  ...
  [0.16470588 0.28235294 0.10980392]
  [0.15294118 0.2745098  0.09803922]
  [0.15294118 0.27058824 0.09411765]]

 [[0.36470588 0.47843137 0.36078431]
  [0.39215686 0.49411765 0.38039216]
  [0.40784314 0.50588235 0.39215686]
  ...
  [0.16862745 0.28627451 0.11764706]
  [0.15686275 0.28235294 0.10980392]
  [0.15294118 0.2745098  0.09803922]]]",Rust
"[[[0.35686275 0.45882353 0.34509804]
  [0.4        0.48627451 0.35686275]
  [0.30196078 0.40392157 0.23137255]
  ...
  [0.47843137 0.54901961 0.36078431]
  [0.47058824 0.54509804 0.36862745]
  [0.4745098  0.5372549  0.37254902]]

 [[0.4        0.49019608 0.38823529]
  [0.41568627 0.50980392 0.38823529]
  [0.33333333 0.42745098 0.2627451 ]
  ...
  [0.50196078 0.55686275 0.37647059]
  [0.48627451 0.54901961 0.36470588]
  [0.47058824 0.54117647 0.36470588]]

 [[0.39607843 0.47843137 0.38823529]
  [0.41176471 0.51372549 0.39607843]
  [0.38039216 0.48235294 0.32941176]
  ...
  [0.52941176 0.57254902 0.4       ]
  [0.49803922 0.54901961 0.37647059]
  [0.47843137 0.54901961 0.37254902]]

 ...

 [[0.71764706 0.8627451  0.58039216]
  [0.62745098 0.82745098 0.40392157]
  [0.71372549 0.85098039 0.51764706]
  ...
  [0.24313725 0.27058824 0.2       ]
  [0.40784314 0.48627451 0.35686275]
  [0.30196078 0.40392157 0.29019608]]

 [[0.63529412 0.76470588 0.4627451 ]
  [0.63529412 0.81568627 0.41568627]
  [0.65098039 0.81176471 0.47843137]
  ...
  [0.17647059 0.18039216 0.16078431]
  [0.25490196 0.30196078 0.23921569]
  [0.40392157 0.50196078 0.38431373]]

 [[0.51764706 0.61960784 0.38039216]
  [0.65882353 0.8        0.58039216]
  [0.68627451 0.85490196 0.57647059]
  ...
  [0.17254902 0.17254902 0.16470588]
  [0.16078431 0.17254902 0.15294118]
  [0.22745098 0.29411765 0.20392157]]]",Rust
"[[[0.1254902  0.24313725 0.10196078]
  [0.12156863 0.23529412 0.10588235]
  [0.12156863 0.23921569 0.11372549]
  ...
  [0.59215686 0.74901961 0.52941176]
  [0.57254902 0.75294118 0.50588235]
  [0.54901961 0.75294118 0.46666667]]

 [[0.12941176 0.24313725 0.10980392]
  [0.13333333 0.25490196 0.10980392]
  [0.1372549  0.25098039 0.12156863]
  ...
  [0.58431373 0.75294118 0.47843137]
  [0.54901961 0.74117647 0.45490196]
  [0.53333333 0.7372549  0.44313725]]

 [[0.1372549  0.25882353 0.10980392]
  [0.14117647 0.26666667 0.10980392]
  [0.14117647 0.25490196 0.1254902 ]
  ...
  [0.58823529 0.75686275 0.43921569]
  [0.55294118 0.74117647 0.42745098]
  [0.5372549  0.72941176 0.43137255]]

 ...

 [[0.28235294 0.41568627 0.20392157]
  [0.55294118 0.6745098  0.50980392]
  [0.6        0.71764706 0.55686275]
  ...
  [0.52156863 0.67843137 0.42745098]
  [0.54509804 0.72156863 0.43529412]
  [0.52156863 0.69803922 0.40392157]]

 [[0.27058824 0.43529412 0.19607843]
  [0.39215686 0.53333333 0.29411765]
  [0.54509804 0.64705882 0.47843137]
  ...
  [0.51764706 0.67843137 0.41176471]
  [0.54901961 0.71764706 0.42745098]
  [0.52941176 0.68235294 0.39215686]]

 [[0.2627451  0.43137255 0.20784314]
  [0.27058824 0.43921569 0.17647059]
  [0.36862745 0.50588235 0.26666667]
  ...
  [0.54117647 0.69019608 0.41568627]
  [0.54117647 0.69019608 0.41176471]
  [0.50588235 0.64313725 0.36862745]]]",Rust
"[[[0.20784314 0.37647059 0.29803922]
  [0.20392157 0.37254902 0.29411765]
  [0.17647059 0.35686275 0.23529412]
  ...
  [0.2745098  0.43529412 0.22352941]
  [0.25098039 0.41568627 0.21176471]
  [0.26666667 0.45098039 0.21960784]]

 [[0.21176471 0.37647059 0.29803922]
  [0.2        0.37254902 0.2745098 ]
  [0.17254902 0.35294118 0.21176471]
  ...
  [0.29411765 0.45490196 0.21960784]
  [0.25098039 0.41176471 0.20784314]
  [0.2627451  0.43921569 0.21960784]]

 [[0.20784314 0.38431373 0.29019608]
  [0.19215686 0.36470588 0.25098039]
  [0.16470588 0.34509804 0.18823529]
  ...
  [0.30980392 0.4745098  0.21960784]
  [0.27058824 0.44313725 0.21960784]
  [0.26666667 0.45490196 0.23529412]]

 ...

 [[0.57647059 0.6        0.54901961]
  [0.57254902 0.58039216 0.54901961]
  [0.53333333 0.54901961 0.5254902 ]
  ...
  [0.40784314 0.63921569 0.55294118]
  [0.41960784 0.63921569 0.55686275]
  [0.41960784 0.64313725 0.56078431]]

 [[0.56470588 0.6        0.5372549 ]
  [0.55686275 0.57254902 0.5372549 ]
  [0.50588235 0.5372549  0.49411765]
  ...
  [0.40784314 0.63921569 0.55294118]
  [0.41176471 0.63529412 0.56078431]
  [0.42352941 0.64313725 0.56470588]]

 [[0.51764706 0.56078431 0.50196078]
  [0.51764706 0.54901961 0.51372549]
  [0.46666667 0.51764706 0.45490196]
  ...
  [0.41568627 0.65490196 0.56862745]
  [0.41568627 0.64705882 0.58039216]
  [0.42352941 0.65098039 0.58039216]]]",Rust
"[[[0.29411765 0.47843137 0.22745098]
  [0.30980392 0.48627451 0.23137255]
  [0.32941176 0.50980392 0.23921569]
  ...
  [0.29411765 0.4627451  0.1254902 ]
  [0.29803922 0.46666667 0.1254902 ]
  [0.30196078 0.46666667 0.12941176]]

 [[0.27843137 0.45882353 0.21960784]
  [0.25882353 0.43137255 0.20784314]
  [0.2745098  0.45098039 0.21568627]
  ...
  [0.29411765 0.4627451  0.1254902 ]
  [0.30196078 0.46666667 0.1254902 ]
  [0.30196078 0.47058824 0.12941176]]

 [[0.25098039 0.44313725 0.20392157]
  [0.21176471 0.38823529 0.18039216]
  [0.21960784 0.38823529 0.18039216]
  ...
  [0.29411765 0.4627451  0.1254902 ]
  [0.30196078 0.46666667 0.12941176]
  [0.30980392 0.47058824 0.13333333]]

 ...

 [[0.39215686 0.58823529 0.30196078]
  [0.4        0.59607843 0.29803922]
  [0.39215686 0.59215686 0.28627451]
  ...
  [0.23921569 0.25882353 0.13333333]
  [0.25490196 0.36862745 0.22745098]
  [0.22745098 0.39607843 0.24705882]]

 [[0.29803922 0.44313725 0.21176471]
  [0.34509804 0.48627451 0.23529412]
  [0.41176471 0.56078431 0.29803922]
  ...
  [0.24313725 0.27843137 0.13333333]
  [0.25490196 0.37254902 0.21568627]
  [0.25490196 0.42352941 0.27058824]]

 [[0.18431373 0.27843137 0.12156863]
  [0.25490196 0.34509804 0.17647059]
  [0.38039216 0.47843137 0.27843137]
  ...
  [0.22745098 0.26666667 0.11372549]
  [0.25098039 0.32941176 0.17647059]
  [0.25882353 0.39607843 0.23921569]]]",Rust
"[[[0.2627451  0.40392157 0.2       ]
  [0.30196078 0.43921569 0.23137255]
  [0.38823529 0.55294118 0.30196078]
  ...
  [0.70588235 0.81568627 0.63137255]
  [0.72156863 0.81176471 0.61176471]
  [0.70980392 0.80392157 0.56078431]]

 [[0.25490196 0.41568627 0.15294118]
  [0.26666667 0.42745098 0.17647059]
  [0.30196078 0.47843137 0.20392157]
  ...
  [0.74901961 0.82745098 0.61960784]
  [0.74509804 0.79215686 0.57254902]
  [0.7254902  0.76862745 0.5254902 ]]

 [[0.23921569 0.42352941 0.1254902 ]
  [0.26666667 0.45490196 0.16470588]
  [0.29411765 0.48235294 0.17647059]
  ...
  [0.76470588 0.82352941 0.60392157]
  [0.76862745 0.78431373 0.58039216]
  [0.74117647 0.74901961 0.54509804]]

 ...

 [[0.63529412 0.75294118 0.37254902]
  [0.66666667 0.78823529 0.39215686]
  [0.68235294 0.81568627 0.41960784]
  ...
  [0.41960784 0.56078431 0.3372549 ]
  [0.41176471 0.56078431 0.31764706]
  [0.4        0.56078431 0.29803922]]

 [[0.65490196 0.73333333 0.38039216]
  [0.66666667 0.74117647 0.4       ]
  [0.6745098  0.76078431 0.41568627]
  ...
  [0.38431373 0.51372549 0.31764706]
  [0.38039216 0.5254902  0.30980392]
  [0.39215686 0.55686275 0.30196078]]

 [[0.67843137 0.70980392 0.41176471]
  [0.6627451  0.70196078 0.40392157]
  [0.66666667 0.71372549 0.41568627]
  ...
  [0.35686275 0.47843137 0.28627451]
  [0.36078431 0.48235294 0.29411765]
  [0.37254902 0.52156863 0.29019608]]]",Rust
"[[[0.3372549  0.48627451 0.35686275]
  [0.36078431 0.53333333 0.38823529]
  [0.33333333 0.55294118 0.37254902]
  ...
  [0.36470588 0.58431373 0.30588235]
  [0.40784314 0.61176471 0.32156863]
  [0.38039216 0.55294118 0.30588235]]

 [[0.3372549  0.50588235 0.35686275]
  [0.38039216 0.56470588 0.41568627]
  [0.35686275 0.58039216 0.41568627]
  ...
  [0.36078431 0.62352941 0.20392157]
  [0.3254902  0.58039216 0.16470588]
  [0.32941176 0.54901961 0.16862745]]

 [[0.35686275 0.52941176 0.36470588]
  [0.4        0.59607843 0.45098039]
  [0.39215686 0.61568627 0.4627451 ]
  ...
  [0.23529412 0.49803922 0.10980392]
  [0.21960784 0.48235294 0.10980392]
  [0.21960784 0.47843137 0.10980392]]

 ...

 [[0.24313725 0.42745098 0.17647059]
  [0.25098039 0.44705882 0.2       ]
  [0.21176471 0.40392157 0.18823529]
  ...
  [0.25490196 0.49019608 0.24705882]
  [0.27843137 0.50588235 0.26666667]
  [0.25490196 0.48627451 0.25098039]]

 [[0.25882353 0.42352941 0.22745098]
  [0.25882353 0.44705882 0.24705882]
  [0.25098039 0.42745098 0.25490196]
  ...
  [0.23921569 0.48235294 0.22745098]
  [0.2745098  0.50588235 0.26666667]
  [0.25490196 0.48627451 0.25490196]]

 [[0.2745098  0.41176471 0.2627451 ]
  [0.25098039 0.43921569 0.25882353]
  [0.30196078 0.4745098  0.29411765]
  ...
  [0.24313725 0.47843137 0.22745098]
  [0.23921569 0.47843137 0.23921569]
  [0.2627451  0.49019608 0.25098039]]]",Rust
"[[[0.14509804 0.20784314 0.1372549 ]
  [0.29411765 0.39607843 0.18039216]
  [0.50588235 0.63921569 0.29019608]
  ...
  [0.62745098 0.76862745 0.61568627]
  [0.67058824 0.80392157 0.69803922]
  [0.71372549 0.83921569 0.86666667]]

 [[0.10196078 0.16078431 0.08235294]
  [0.14117647 0.21176471 0.09803922]
  [0.35686275 0.4745098  0.21960784]
  ...
  [0.56470588 0.71764706 0.66666667]
  [0.68235294 0.81568627 0.80392157]
  [0.71372549 0.83529412 0.8745098 ]]

 [[0.10588235 0.16470588 0.0745098 ]
  [0.10196078 0.15686275 0.0745098 ]
  [0.17647059 0.25490196 0.12156863]
  ...
  [0.51764706 0.67843137 0.6627451 ]
  [0.64705882 0.78823529 0.78039216]
  [0.69411765 0.82352941 0.8627451 ]]

 ...

 [[0.25882353 0.37647059 0.25490196]
  [0.23529412 0.37647059 0.2627451 ]
  [0.32156863 0.4745098  0.40784314]
  ...
  [0.43529412 0.6        0.50588235]
  [0.40392157 0.56470588 0.4627451 ]
  [0.41960784 0.56470588 0.44313725]]

 [[0.26666667 0.38431373 0.2627451 ]
  [0.21960784 0.36078431 0.23529412]
  [0.30196078 0.44705882 0.38823529]
  ...
  [0.45490196 0.61568627 0.53333333]
  [0.4        0.56470588 0.45882353]
  [0.43137255 0.58823529 0.47843137]]

 [[0.2745098  0.39607843 0.2745098 ]
  [0.20784314 0.34117647 0.21176471]
  [0.25882353 0.40392157 0.31764706]
  ...
  [0.40784314 0.58039216 0.47843137]
  [0.40784314 0.57254902 0.4745098 ]
  [0.45490196 0.61176471 0.5254902 ]]]",Rust
"[[[0.47058824 0.6745098  0.48627451]
  [0.43137255 0.61960784 0.42745098]
  [0.29803922 0.41568627 0.21960784]
  ...
  [0.73333333 0.88627451 0.8627451 ]
  [0.97647059 1.         1.        ]
  [1.         1.         1.        ]]

 [[0.45882353 0.65490196 0.46666667]
  [0.37254902 0.5372549  0.32941176]
  [0.23529412 0.30980392 0.1254902 ]
  ...
  [0.81960784 0.94117647 0.91372549]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[0.45098039 0.63921569 0.43921569]
  [0.31372549 0.45098039 0.23137255]
  [0.24313725 0.31764706 0.10980392]
  ...
  [0.88627451 0.97254902 0.94901961]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 ...

 [[0.32156863 0.48627451 0.31764706]
  [0.30588235 0.48235294 0.30196078]
  [0.31372549 0.48235294 0.29411765]
  ...
  [0.32941176 0.5372549  0.27843137]
  [0.30980392 0.51764706 0.25882353]
  [0.38039216 0.57647059 0.31764706]]

 [[0.29803922 0.4627451  0.30588235]
  [0.28235294 0.45882353 0.28627451]
  [0.29019608 0.4627451  0.28235294]
  ...
  [0.29411765 0.50588235 0.24313725]
  [0.3372549  0.5372549  0.28235294]
  [0.36470588 0.56470588 0.3254902 ]]

 [[0.22352941 0.41176471 0.23529412]
  [0.22745098 0.41568627 0.23137255]
  [0.23529412 0.42745098 0.22745098]
  ...
  [0.36862745 0.56078431 0.3372549 ]
  [0.41568627 0.60392157 0.38823529]
  [0.29803922 0.51372549 0.27843137]]]",Rust
"[[[0.58823529 0.56470588 0.57647059]
  [0.58431373 0.58039216 0.6       ]
  [0.60392157 0.58823529 0.60784314]
  ...
  [0.59607843 0.59215686 0.29803922]
  [0.61176471 0.59215686 0.21176471]
  [0.48235294 0.55294118 0.16862745]]

 [[0.48627451 0.48235294 0.49019608]
  [0.50196078 0.49803922 0.51372549]
  [0.5254902  0.51764706 0.53333333]
  ...
  [0.62352941 0.58823529 0.24313725]
  [0.50196078 0.54901961 0.16862745]
  [0.43137255 0.54117647 0.16862745]]

 [[0.36862745 0.37254902 0.36078431]
  [0.38823529 0.39215686 0.38431373]
  [0.41960784 0.41960784 0.41568627]
  ...
  [0.58039216 0.59607843 0.18823529]
  [0.49019608 0.58039216 0.18823529]
  [0.48235294 0.58431373 0.18823529]]

 ...

 [[0.29803922 0.41176471 0.17254902]
  [0.31372549 0.43529412 0.18823529]
  [0.3372549  0.46666667 0.21960784]
  ...
  [0.37647059 0.47843137 0.16862745]
  [0.38823529 0.48627451 0.17254902]
  [0.39215686 0.48627451 0.18039216]]

 [[0.28627451 0.4        0.15686275]
  [0.29803922 0.41960784 0.17647059]
  [0.34117647 0.45882353 0.21960784]
  ...
  [0.3372549  0.43921569 0.15686275]
  [0.35294118 0.44705882 0.16078431]
  [0.35686275 0.45490196 0.16470588]]

 [[0.27843137 0.39215686 0.14901961]
  [0.28627451 0.40784314 0.16470588]
  [0.34509804 0.45882353 0.22745098]
  ...
  [0.30196078 0.40784314 0.14117647]
  [0.32156863 0.41568627 0.14509804]
  [0.32156863 0.41960784 0.15294118]]]",Rust
"[[[0.57254902 0.61568627 0.39607843]
  [0.58823529 0.62745098 0.42745098]
  [0.58431373 0.61960784 0.43921569]
  ...
  [0.54901961 0.6745098  0.4627451 ]
  [0.55294118 0.69019608 0.47843137]
  [0.47058824 0.61568627 0.4       ]]

 [[0.55294118 0.59607843 0.36862745]
  [0.55686275 0.60392157 0.38823529]
  [0.54901961 0.59607843 0.39607843]
  ...
  [0.53333333 0.65882353 0.45882353]
  [0.50588235 0.65098039 0.45098039]
  [0.44313725 0.59607843 0.37254902]]

 [[0.5254902  0.56862745 0.3254902 ]
  [0.52156863 0.56470588 0.3372549 ]
  [0.51372549 0.55686275 0.35686275]
  ...
  [0.52941176 0.6627451  0.45882353]
  [0.4627451  0.61568627 0.41176471]
  [0.40784314 0.56862745 0.3372549 ]]

 ...

 [[0.70588235 0.75686275 0.63921569]
  [0.57254902 0.6627451  0.46666667]
  [0.27058824 0.42745098 0.11372549]
  ...
  [0.10588235 0.20392157 0.04705882]
  [0.10980392 0.20784314 0.05098039]
  [0.1254902  0.22352941 0.05882353]]

 [[0.6745098  0.72156863 0.59215686]
  [0.44313725 0.55686275 0.30196078]
  [0.18431373 0.35294118 0.03921569]
  ...
  [0.10980392 0.20392157 0.05098039]
  [0.10980392 0.20392157 0.05490196]
  [0.10588235 0.20392157 0.04705882]]

 [[0.6        0.6627451  0.49019608]
  [0.31372549 0.45098039 0.14901961]
  [0.16470588 0.33333333 0.02352941]
  ...
  [0.11372549 0.20392157 0.05098039]
  [0.10980392 0.20784314 0.05490196]
  [0.10588235 0.20392157 0.04705882]]]",Rust
